"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2021-01-01T12:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T12:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",73.67,"provisorisch"
"2021-01-01T12:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",332.68,"provisorisch"
"2021-01-01T12:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.1,"provisorisch"
"2021-01-01T12:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.49,"provisorisch"
"2021-01-01T12:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.97,"provisorisch"
"2021-01-01T12:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",81.91,"provisorisch"
"2021-01-01T12:00+0100","Zch_Schimmelstrasse","p","h1","hPa",959.08,"provisorisch"
"2021-01-01T12:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T12:00+0100","Zch_Schimmelstrasse","WD","h1","°",343.18,"provisorisch"
"2021-01-01T12:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.26,"provisorisch"
"2021-01-01T12:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.17,"provisorisch"
"2021-01-01T12:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.37,"provisorisch"
"2021-01-01T12:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",87.19,"provisorisch"
"2021-01-01T12:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",956.82,"provisorisch"
"2021-01-01T12:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T12:00+0100","Zch_Rosengartenstrasse","WD","h1","°",123.62,"provisorisch"
"2021-01-01T12:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.24,"provisorisch"
"2021-01-01T12:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.38,"provisorisch"
"2021-01-01T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.54,"provisorisch"
"2021-01-01T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",86.56,"provisorisch"
"2021-01-01T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",956.18,"provisorisch"
"2021-01-01T13:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T13:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",56.42,"provisorisch"
"2021-01-01T13:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",345.24,"provisorisch"
"2021-01-01T13:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.59,"provisorisch"
"2021-01-01T13:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.74,"provisorisch"
"2021-01-01T13:00+0100","Zch_Schimmelstrasse","T","h1","°C",3.04,"provisorisch"
"2021-01-01T13:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",81.17,"provisorisch"
"2021-01-01T13:00+0100","Zch_Schimmelstrasse","p","h1","hPa",958.8,"provisorisch"
"2021-01-01T13:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T13:00+0100","Zch_Schimmelstrasse","WD","h1","°",333.32,"provisorisch"
"2021-01-01T13:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.72,"provisorisch"
"2021-01-01T13:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.14,"provisorisch"
"2021-01-01T13:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.34,"provisorisch"
"2021-01-01T13:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",87.04,"provisorisch"
"2021-01-01T13:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",956.54,"provisorisch"
"2021-01-01T13:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T13:00+0100","Zch_Rosengartenstrasse","WD","h1","°",140.5,"provisorisch"
"2021-01-01T13:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.26,"provisorisch"
"2021-01-01T13:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.46,"provisorisch"
"2021-01-01T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.67,"provisorisch"
"2021-01-01T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",85.93,"provisorisch"
"2021-01-01T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",956.17,"provisorisch"
"2021-01-01T14:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T14:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",74.51,"provisorisch"
"2021-01-01T14:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",9.71,"provisorisch"
"2021-01-01T14:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.92,"provisorisch"
"2021-01-01T14:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.01,"provisorisch"
"2021-01-01T14:00+0100","Zch_Schimmelstrasse","T","h1","°C",3.12,"provisorisch"
"2021-01-01T14:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",81.62,"provisorisch"
"2021-01-01T14:00+0100","Zch_Schimmelstrasse","p","h1","hPa",958.88,"provisorisch"
"2021-01-01T14:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T14:00+0100","Zch_Schimmelstrasse","WD","h1","°",329.31,"provisorisch"
"2021-01-01T14:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.66,"provisorisch"
"2021-01-01T14:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.12,"provisorisch"
"2021-01-01T14:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.63,"provisorisch"
"2021-01-01T14:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",87.29,"provisorisch"
"2021-01-01T14:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",956.52,"provisorisch"
"2021-01-01T14:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T14:00+0100","Zch_Rosengartenstrasse","WD","h1","°",123.85,"provisorisch"
"2021-01-01T14:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.24,"provisorisch"
"2021-01-01T14:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.4,"provisorisch"
"2021-01-01T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.11,"provisorisch"
"2021-01-01T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",83.91,"provisorisch"
"2021-01-01T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",956.38,"provisorisch"
"2021-01-01T15:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T15:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",39.76,"provisorisch"
"2021-01-01T15:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",11.35,"provisorisch"
"2021-01-01T15:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.98,"provisorisch"
"2021-01-01T15:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.08,"provisorisch"
"2021-01-01T15:00+0100","Zch_Schimmelstrasse","T","h1","°C",3.28,"provisorisch"
"2021-01-01T15:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",80.72,"provisorisch"
"2021-01-01T15:00+0100","Zch_Schimmelstrasse","p","h1","hPa",959.11,"provisorisch"
"2021-01-01T15:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T15:00+0100","Zch_Schimmelstrasse","WD","h1","°",323.34,"provisorisch"
"2021-01-01T15:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.55,"provisorisch"
"2021-01-01T15:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.15,"provisorisch"
"2021-01-01T15:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.74,"provisorisch"
"2021-01-01T15:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",86.98,"provisorisch"
"2021-01-01T15:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",956.78,"provisorisch"
"2021-01-01T15:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T15:00+0100","Zch_Rosengartenstrasse","WD","h1","°",128.47,"provisorisch"
"2021-01-01T15:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.2,"provisorisch"
"2021-01-01T15:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.42,"provisorisch"
"2021-01-01T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.06,"provisorisch"
"2021-01-01T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.05,"provisorisch"
"2021-01-01T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",956.56,"provisorisch"
"2021-01-01T16:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T16:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",7.33,"provisorisch"
"2021-01-01T16:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",31.47,"provisorisch"
"2021-01-01T16:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.96,"provisorisch"
"2021-01-01T16:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.06,"provisorisch"
"2021-01-01T16:00+0100","Zch_Schimmelstrasse","T","h1","°C",3.43,"provisorisch"
"2021-01-01T16:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",80.25,"provisorisch"
"2021-01-01T16:00+0100","Zch_Schimmelstrasse","p","h1","hPa",959.35,"provisorisch"
"2021-01-01T16:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T16:00+0100","Zch_Schimmelstrasse","WD","h1","°",320.65,"provisorisch"
"2021-01-01T16:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.89,"provisorisch"
"2021-01-01T16:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.98,"provisorisch"
"2021-01-01T16:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.85,"provisorisch"
"2021-01-01T16:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",86.02,"provisorisch"
"2021-01-01T16:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",957.02,"provisorisch"
"2021-01-01T16:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T16:00+0100","Zch_Rosengartenstrasse","WD","h1","°",120.6,"provisorisch"
"2021-01-01T16:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.27,"provisorisch"
"2021-01-01T16:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.51,"provisorisch"
"2021-01-01T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.94,"provisorisch"
"2021-01-01T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",81.2,"provisorisch"
"2021-01-01T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",956.99,"provisorisch"
"2021-01-01T17:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T17:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2021-01-01T17:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",25.82,"provisorisch"
"2021-01-01T17:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.75,"provisorisch"
"2021-01-01T17:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.8,"provisorisch"
"2021-01-01T17:00+0100","Zch_Schimmelstrasse","T","h1","°C",3.27,"provisorisch"
"2021-01-01T17:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",78.85,"provisorisch"
"2021-01-01T17:00+0100","Zch_Schimmelstrasse","p","h1","hPa",959.76,"provisorisch"
"2021-01-01T17:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T17:00+0100","Zch_Schimmelstrasse","WD","h1","°",335.27,"provisorisch"
"2021-01-01T17:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.26,"provisorisch"
"2021-01-01T17:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.03,"provisorisch"
"2021-01-01T17:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.51,"provisorisch"
"2021-01-01T17:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",85,"provisorisch"
"2021-01-01T17:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",957.41,"provisorisch"
"2021-01-01T17:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T17:00+0100","Zch_Rosengartenstrasse","WD","h1","°",105.01,"provisorisch"
"2021-01-01T17:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.36,"provisorisch"
"2021-01-01T17:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.54,"provisorisch"
"2021-01-01T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.73,"provisorisch"
"2021-01-01T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.56,"provisorisch"
"2021-01-01T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.36,"provisorisch"
"2021-01-01T18:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T18:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2021-01-01T18:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",20.9,"provisorisch"
"2021-01-01T18:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.61,"provisorisch"
"2021-01-01T18:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.66,"provisorisch"
"2021-01-01T18:00+0100","Zch_Schimmelstrasse","T","h1","°C",3.12,"provisorisch"
"2021-01-01T18:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",79.65,"provisorisch"
"2021-01-01T18:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.11,"provisorisch"
"2021-01-01T18:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T18:00+0100","Zch_Schimmelstrasse","WD","h1","°",320.67,"provisorisch"
"2021-01-01T18:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.52,"provisorisch"
"2021-01-01T18:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.98,"provisorisch"
"2021-01-01T18:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.33,"provisorisch"
"2021-01-01T18:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",85.26,"provisorisch"
"2021-01-01T18:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",957.72,"provisorisch"
"2021-01-01T18:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T18:00+0100","Zch_Rosengartenstrasse","WD","h1","°",118.5,"provisorisch"
"2021-01-01T18:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.33,"provisorisch"
"2021-01-01T18:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.53,"provisorisch"
"2021-01-01T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.37,"provisorisch"
"2021-01-01T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",86.62,"provisorisch"
"2021-01-01T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.46,"provisorisch"
"2021-01-01T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T19:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2021-01-01T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",33.12,"provisorisch"
"2021-01-01T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.98,"provisorisch"
"2021-01-01T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.03,"provisorisch"
"2021-01-01T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.74,"provisorisch"
"2021-01-01T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",82.4,"provisorisch"
"2021-01-01T19:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.16,"provisorisch"
"2021-01-01T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",2.73,"provisorisch"
"2021-01-01T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",322.64,"provisorisch"
"2021-01-01T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.64,"provisorisch"
"2021-01-01T19:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.03,"provisorisch"
"2021-01-01T19:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.05,"provisorisch"
"2021-01-01T19:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",89.02,"provisorisch"
"2021-01-01T19:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",957.8,"provisorisch"
"2021-01-01T19:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",3,"provisorisch"
"2021-01-01T19:00+0100","Zch_Rosengartenstrasse","WD","h1","°",115.29,"provisorisch"
"2021-01-01T19:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.32,"provisorisch"
"2021-01-01T19:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.5,"provisorisch"
"2021-01-01T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.41,"provisorisch"
"2021-01-01T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",86.42,"provisorisch"
"2021-01-01T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.6,"provisorisch"
"2021-01-01T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T20:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2021-01-01T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",32.47,"provisorisch"
"2021-01-01T20:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.45,"provisorisch"
"2021-01-01T20:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.5,"provisorisch"
"2021-01-01T20:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.76,"provisorisch"
"2021-01-01T20:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",82.32,"provisorisch"
"2021-01-01T20:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.28,"provisorisch"
"2021-01-01T20:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",2.07,"provisorisch"
"2021-01-01T20:00+0100","Zch_Schimmelstrasse","WD","h1","°",328.41,"provisorisch"
"2021-01-01T20:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.6,"provisorisch"
"2021-01-01T20:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.14,"provisorisch"
"2021-01-01T20:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.12,"provisorisch"
"2021-01-01T20:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",87.33,"provisorisch"
"2021-01-01T20:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",957.92,"provisorisch"
"2021-01-01T20:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",7.47,"provisorisch"
"2021-01-01T20:00+0100","Zch_Rosengartenstrasse","WD","h1","°",119.67,"provisorisch"
"2021-01-01T20:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.35,"provisorisch"
"2021-01-01T20:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.54,"provisorisch"
"2021-01-01T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.2,"provisorisch"
"2021-01-01T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",87.92,"provisorisch"
"2021-01-01T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.88,"provisorisch"
"2021-01-01T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T21:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2021-01-01T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",30.34,"provisorisch"
"2021-01-01T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.21,"provisorisch"
"2021-01-01T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.25,"provisorisch"
"2021-01-01T21:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.55,"provisorisch"
"2021-01-01T21:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",83.89,"provisorisch"
"2021-01-01T21:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.54,"provisorisch"
"2021-01-01T21:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.05,"provisorisch"
"2021-01-01T21:00+0100","Zch_Schimmelstrasse","WD","h1","°",323.06,"provisorisch"
"2021-01-01T21:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.97,"provisorisch"
"2021-01-01T21:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.23,"provisorisch"
"2021-01-01T21:00+0100","Zch_Rosengartenstrasse","T","h1","°C",1.87,"provisorisch"
"2021-01-01T21:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",87.59,"provisorisch"
"2021-01-01T21:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",958.18,"provisorisch"
"2021-01-01T21:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.2,"provisorisch"
"2021-01-01T21:00+0100","Zch_Rosengartenstrasse","WD","h1","°",115.81,"provisorisch"
"2021-01-01T21:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.5,"provisorisch"
"2021-01-01T21:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.66,"provisorisch"
"2021-01-01T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.17,"provisorisch"
"2021-01-01T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",90.21,"provisorisch"
"2021-01-01T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",958.06,"provisorisch"
"2021-01-01T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T22:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2021-01-01T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",40.35,"provisorisch"
"2021-01-01T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.34,"provisorisch"
"2021-01-01T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.38,"provisorisch"
"2021-01-01T22:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.57,"provisorisch"
"2021-01-01T22:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",86.11,"provisorisch"
"2021-01-01T22:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.7,"provisorisch"
"2021-01-01T22:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2021-01-01T22:00+0100","Zch_Schimmelstrasse","WD","h1","°",323.98,"provisorisch"
"2021-01-01T22:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.57,"provisorisch"
"2021-01-01T22:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.23,"provisorisch"
